file	seqproject	lanedir	library	sid	lane	read
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3550_rep1_S15_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3550_rep1	S15	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA4854_S19_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA4854	S19	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA4659_S4_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA4659	S4	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA0478_S21_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA0478	S21	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3238_S56_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3238	S56	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3199_rep2_S30_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3199_rep2	S30	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3238_S56_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3238	S56	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1372_S5_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA1372	S5	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA0783_S60_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA0783	S60	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3788_S37_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3788	S37	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA0859_S43_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA0859	S43	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA0709_S66_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA0709	S66	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1587_S58_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA1587	S58	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3065_S2_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3065	S2	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3788_S37_L001_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3788	S37	L001_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA3841_S62_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA3841	S62	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA4019_S8_L001_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool1_phyloGWAS_APF_gDNA_L001	CCA4019	S8	L001_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138e_S315_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA138e	S315	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146_S303_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA146	S303	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614d_S268_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3614d	S268	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614d_S268_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3614d	S268	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA47_S246_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA47	S246	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138c_S242_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA138c	S242	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA125b_S286_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA125b	S286	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42a_S330_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA42a	S330	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42a_S330_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA42a	S330	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA44_S314_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA44	S314	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA100g_S244_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA100g	S244	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138e_S315_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA138e	S315	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612a_S250_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3612a	S250	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA73_S239_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA73	S239	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA114b_S281_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA114b	S281	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA129_S305_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA129	S305	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3611_S245_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3611	S245	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA125d_S271_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA125d	S271	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA73_S239_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA73	S239	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144_S323_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA144	S323	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA131_S273_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA131	S273	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614_S316_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3614	S316	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA124_S254_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA124	S254	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3610_S251_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3610	S251	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA117j_S300_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA117j	S300	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42c_S312_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA42c	S312	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA128a_S243_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA128a	S243	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614a_S256_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3614a	S256	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132f_S322_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA132f	S322	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA147_S260_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA147	S260	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42b_S280_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA42b	S280	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137e_S294_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA137e	S294	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614_S316_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3614	S316	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA120_S318_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA120	S318	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA114b_S281_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA114b	S281	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA65_S292_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA65	S292	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149a_S247_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA149a	S247	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA126a_S274_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA126a	S274	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149e_S258_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA149e	S258	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA100_S309_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA100	S309	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA100_S309_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA100	S309	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA46_S240_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA46	S240	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3607_S327_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3607	S327	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA124h_S285_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA124h	S285	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149a_S247_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA149a	S247	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA129a_S263_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA129a	S263	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA44_S314_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA44	S314	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612_S279_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3612	S279	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA123g_S275_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA123g	S275	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA114_S278_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA114	S278	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA129g_S252_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA129g	S252	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132_S270_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA132	S270	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA147_S260_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA147	S260	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA47_S246_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA47	S246	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137f_S257_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA137f	S257	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144d_S328_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA144d	S328	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA114a_S284_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA114a	S284	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146_S303_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA146	S303	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA100a_S248_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA100a	S248	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146d_S276_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA146d	S276	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614c_S304_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	JJB3614c	S304	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA46_S240_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA46	S240	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA131g_S329_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA131g	S329	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA45_S282_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA45	S282	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA117g_S306_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA117g	S306	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA129d_S259_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA129d	S259	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA131_S273_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA131	S273	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA126b_S313_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA126b	S313	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA126a_S274_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA126a	S274	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA150c_S277_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA150c	S277	L004_	read1
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144_S323_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA144	S323	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA67_S261_L004_R2_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA67	S261	L004_	read2
/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42_S288_L004_R1_001.fastq.gz	2021-08_ac-colin_brf-eucs	A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA_L004	DDA42	S288	L004_	read1
