sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	parsed_date	errors	meta_source	n	has_meta	fq	run	fname	read
CCA1212	Eucalyptus rudis subsp. rudis		-34.40583333	118.73	19	WGS84	Pallinup River, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1212_il.fastq.gz	CCA01-02	CCA1212	interleaved_uri
CCA1256	Eucalyptus pleurocarpa		-33.15777778	121.6402778	251	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1256_il.fastq.gz	CCA01-02	CCA1256	interleaved_uri
CCA1266	Eucalyptus camaldulensis subsp. camaldulensis		-35.69722222	137.5225	11	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1266_S3_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1266_S3_L001	read2_uri
CCA1266	Eucalyptus camaldulensis subsp. camaldulensis		-35.69722222	137.5225	11	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1266_S3_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1266_S3_L001	read1_uri
CCA1266	Eucalyptus camaldulensis subsp. camaldulensis		-35.69722222	137.5225	11	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1266_il.fastq.gz	CCA01-02	CCA1266	interleaved_uri
CCA1297	Eucalyptus scoparia		-28.85	151.9666667	1057	WGS84	Walking track to summit of Mount Norman, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1297_il.fastq.gz	CCA01-02	CCA1297	interleaved_uri
CCA1300	Eucalyptus obliqua		-35.98111111	137.1430556	45	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1300_il.fastq.gz	CCA01-02	CCA1300	interleaved_uri
CCA1302	Eucalyptus gillenii		-23.725	133.8572222	623	WGS84	Mt Gillen, MacDonnell Ranges, Northern Territory.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1302_S53_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1302_S53_L001	read2_uri
CCA1302	Eucalyptus gillenii		-23.725	133.8572222	623	WGS84	Mt Gillen, MacDonnell Ranges, Northern Territory.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1302_S53_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1302_S53_L001	read1_uri
CCA1302	Eucalyptus gillenii		-23.725	133.8572222	623	WGS84	Mt Gillen, MacDonnell Ranges, Northern Territory.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1302_il.fastq.gz	CCA01-02	CCA1302	interleaved_uri
CCA1342	Eucalyptus petiolaris		-34.48583333	135.8575			Koppio Hills, SA	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1342_S104_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1342_S104_L002	read2_uri
CCA1342	Eucalyptus petiolaris		-34.48583333	135.8575			Koppio Hills, SA	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1342_S104_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1342_S104_L002	read1_uri
CCA1366	Eucalyptus viminalis subsp. cygnetensis		-34.82944444	135.6886111	91	WGS84	South-west of Port Lincoln, Eyre peninsula, S.A.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15;neweng	1	TRUE	rawdata/reads/CCA01-02/CCA1366_il.fastq.gz	CCA01-02	CCA1366	interleaved_uri
CCA1370	Eucalyptus diversicolor		-34.81694444	116.6852778	206	WGS84		Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1370_il.fastq.gz	CCA01-02	CCA1370	interleaved_uri
CCA1372	Eucalyptus fergusonii subsp. dorsiventralis		-32.87083333	151.0208333			Wollombi, NSW	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1372_S5_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1372_S5_L001	read1_uri
CCA1372	Eucalyptus fergusonii subsp. dorsiventralis		-32.87083333	151.0208333			Wollombi, NSW	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1372_S5_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1372_S5_L001	read2_uri
CCA1377	Eucalyptus ovata subsp. ovata		-35.96805556	136.7405556	98	WGS84	Cape de Couedic track, Flinders Chase N.P., Kangaroo Island, S.A.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1377_il.fastq.gz	CCA01-02	CCA1377	interleaved_uri
CCA1413	Corymbia deserticola subsp. deserticola		-24.185	120.0044444	606	WGS84	Track to Eucalyptus rameliana from Weelarrana, edge of Little Sandy Desert, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1413_il.fastq.gz	CCA01-02	CCA1413	interleaved_uri
CCA1419	Eucalyptus ochrophloia		-26.50416667	146.0819444			Charleville, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1419_S24_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1419_S24_L001	read1_uri
CCA1419	Eucalyptus ochrophloia		-26.50416667	146.0819444			Charleville, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1419_S24_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1419_S24_L001	read2_uri
CCA1435	Eucalyptus aenea		-32.29277778	150.4111111			Gungal, NSW	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1435_S138_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1435_S138_L002	read2_uri
CCA1435	Eucalyptus aenea		-32.29277778	150.4111111			Gungal, NSW	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1435_S138_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1435_S138_L002	read1_uri
CCA1439	Eucalyptus herbertiana		-15.76666667	128.7333333	46	WGS84	Kelly's Knob, Kununurra township, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1439_il.fastq.gz	CCA01-02	CCA1439	interleaved_uri
CCA1474	Eucalyptus eremicola subsp. peeneri		-28.10111111	124.2125	388	WGS84	South of Yeo Lake, Great Victoria Desert, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1474_il.fastq.gz	CCA01-02	CCA1474	interleaved_uri
CCA1478	Eucalyptus coolabah		-24.73611111	133.1827778	422	WGS84	Palmer River crossing on Stuart HW, south of Alice Springs, NT	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1478_il.fastq.gz	CCA01-02	CCA1478	interleaved_uri
CCA1496	Eucalyptus melanophloia subsp. nana		-20.88	139.4530556			Mount Isa, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1496_S55_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1496_S55_L001	read2_uri
CCA1496	Eucalyptus melanophloia subsp. nana		-20.88	139.4530556			Mount Isa, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1496_S55_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1496_S55_L001	read1_uri
CCA1504	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1504_il.fastq.gz	CCA01-02	CCA1504	interleaved_uri
CCA1505	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1505_il.fastq.gz	CCA01-02	CCA1505	interleaved_uri
CCA1506	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1506_il.fastq.gz	CCA01-02	CCA1506	interleaved_uri
CCA1507	Eucalyptus melliodora x E. sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1507_il.fastq.gz	CCA01-02	CCA1507	interleaved_uri
CCA1515	Eucalyptus ammophila		-23.56	145.7183333			Barcaldine, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1515_S33_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1515_S33_L001	read1_uri
CCA1515	Eucalyptus ammophila		-23.56	145.7183333			Barcaldine, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1515_S33_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1515_S33_L001	read2_uri
CCA1523	Eucalyptus wimmerensis		-36.06527778	140.7336111			Bordertown, SA	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1523_S103_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1523_S103_L002	read2_uri
CCA1523	Eucalyptus wimmerensis		-36.06527778	140.7336111			Bordertown, SA	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1523_S103_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1523_S103_L002	read1_uri
CCA1543	Eucalyptus microcarpa		-33.90361111	147.30111110000001	215	WGS84	East of West Wyalong, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1543_S71_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1543_S71_L002	read1_uri
CCA1543	Eucalyptus microcarpa		-33.90361111	147.30111110000001	215	WGS84	East of West Wyalong, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1543_S71_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1543_S71_L002	read2_uri
CCA1543	Eucalyptus microcarpa		-33.90361111	147.30111110000001	215	WGS84	East of West Wyalong, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1543_il.fastq.gz	CCA01-02	CCA1543	interleaved_uri
CCA1557	Eucalyptus sicilifolia		-24.08305556	148.0752778			Springsure, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1557_S100_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1557_S100_L002	read2_uri
CCA1557	Eucalyptus sicilifolia		-24.08305556	148.0752778			Springsure, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1557_S100_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1557_S100_L002	read1_uri
CCA1563	Eucalyptus tholiformis		-24.39694444	147.3713889			Springsure, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1563_S102_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1563_S102_L002	read1_uri
CCA1563	Eucalyptus tholiformis		-24.39694444	147.3713889			Springsure, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1563_S102_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1563_S102_L002	read2_uri
CCA1564	Eucalyptus platyphylla		-16.25194444	133.3975	198	WGS84	Near Daly Waters on Stuart HW, Northern Territory	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1564_il.fastq.gz	CCA01-02	CCA1564	interleaved_uri
CCA1565	Eucalyptus suffulgens		-25.1925	149.9711111			Isla Gorge, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1565_S135_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1565_S135_L002	read2_uri
CCA1565	Eucalyptus suffulgens		-25.1925	149.9711111			Isla Gorge, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1565_S135_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1565_S135_L002	read1_uri
CCA1574	Eucalyptus thozetiana		-23.61972222	146.2561111			Jericho, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1574_S109_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1574_S109_L002	read2_uri
CCA1574	Eucalyptus thozetiana		-23.61972222	146.2561111			Jericho, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1574_S109_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1574_S109_L002	read1_uri
CCA1581	Eucalyptus tereticornis subsp. rotunda		-24.9075	148.0425			Carnarvon Range, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1581_S129_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1581_S129_L002	read1_uri
CCA1581	Eucalyptus tereticornis subsp. rotunda		-24.9075	148.0425			Carnarvon Range, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1581_S129_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1581_S129_L002	read2_uri
CCA1587	Eucalyptus brownii		-20.55888889	145.3622222			Pentland, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1587_S58_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1587_S58_L001	read1_uri
CCA1587	Eucalyptus brownii		-20.55888889	145.3622222			Pentland, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1587_S58_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1587_S58_L001	read2_uri
CCA1590_rep1	Eucalyptus corynodes		-25.46027778	150.3041667			Cracow, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1590_rep1_S75_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1590_rep1_S75_L002	read2_uri
CCA1590_rep1	Eucalyptus corynodes		-25.46027778	150.3041667			Cracow, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1590_rep1_S75_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1590_rep1_S75_L002	read1_uri
CCA1590_rep2	Eucalyptus corynodes		-25.46027778	150.3041667			Cracow, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1590_rep2_S76_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1590_rep2_S76_L002	read2_uri
CCA1590_rep2	Eucalyptus corynodes		-25.46027778	150.3041667			Cracow, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1590_rep2_S76_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1590_rep2_S76_L002	read1_uri
CCA1592	Eucalyptus exilipes		-20.71083333	145.2222222			White Mountains, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1592_S68_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1592_S68_L001	read1_uri
CCA1592	Eucalyptus exilipes		-20.71083333	145.2222222			White Mountains, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1592_S68_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1592_S68_L001	read2_uri
CCA1594	Eucalyptus infera		-28.39944444	151.7030556	776	WGS84	State Forest south-west of Warwick, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1594_S93_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1594_S93_L002	read2_uri
CCA1594	Eucalyptus infera		-28.39944444	151.7030556	776	WGS84	State Forest south-west of Warwick, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1594_S93_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1594_S93_L002	read1_uri
CCA1594	Eucalyptus infera		-28.39944444	151.7030556	776	WGS84	State Forest south-west of Warwick, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1594_il.fastq.gz	CCA01-02	CCA1594	interleaved_uri
CCA1598	Eucalyptus decorticans		-25.38083333	151.1505556			Eidsvold, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1598_S36_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1598_S36_L001	read2_uri
CCA1598	Eucalyptus decorticans		-25.38083333	151.1505556			Eidsvold, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1598_S36_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1598_S36_L001	read1_uri
CCA1605	Eucalyptus persistens		-20.66111111	145.2541667			White Mountains, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1605_S96_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1605_S96_L002	read2_uri
CCA1605	Eucalyptus persistens		-20.66111111	145.2541667			White Mountains, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1605_S96_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1605_S96_L002	read1_uri
CCA1620	Eucalyptus atrata		-17.38694444	145.3322222			Herberton, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1620_S81_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1620_S81_L002	read1_uri
CCA1620	Eucalyptus atrata		-17.38694444	145.3322222			Herberton, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1620_S81_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1620_S81_L002	read2_uri
CCA1635	Eucalyptus chloroclada		-28.30027778	151.925			Warwick, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1635_S51_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1635_S51_L001	read1_uri
CCA1635	Eucalyptus chloroclada		-28.30027778	151.925			Warwick, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1635_S51_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1635_S51_L001	read2_uri
CCA1643	Eucalyptus lockyeri		-17.58861111	145.4647222			Ravenshoe, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1643_S94_L002_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1643_S94_L002	read2_uri
CCA1643	Eucalyptus lockyeri		-17.58861111	145.4647222			Ravenshoe, Qld	Dean Nicolle						dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA/CCA1643_S94_L002_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool2_phyloGWAS_APF_gDNA	CCA1643_S94_L002	read1_uri
CCA1644	Eucalyptus camaldulensis subsp. simulata		-15.55527778	144.4391667	75	WGS84	Near Laura, QLD	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1644_S35_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1644_S35_L001	read1_uri
CCA1644	Eucalyptus camaldulensis subsp. simulata		-15.55527778	144.4391667	75	WGS84	Near Laura, QLD	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1644_S35_L001_R2_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1644_S35_L001	read2_uri
CCA1644	Eucalyptus camaldulensis subsp. simulata		-15.55527778	144.4391667	75	WGS84	Near Laura, QLD	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1644_il.fastq.gz	CCA01-02	CCA1644	interleaved_uri
CCA1650	Corymbia gummifera		-33.68416667	151.2316667	210	WGS84	Ku-Ring-Gai Chase National Park, near Sydney, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1650_il.fastq.gz	CCA01-02	CCA1650	interleaved_uri
CCA1654	Eucalyptus grandis		-31.69166667	152.7341667	13	WGS84	south of Kew on Pacific HW, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1654_il.fastq.gz	CCA01-02	CCA1654	interleaved_uri
CCA1655	Eucalyptus grandis		-31.69166667	152.7341667	13	WGS84	south of Kew on Pacific HW, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/CCA01-02/CCA1655_il.fastq.gz	CCA01-02	CCA1655	interleaved_uri
CCA1657	Eucalyptus granitica		-17.38722222	145.3461111	1027	WGS84	Between Herberton and Irvinebank, QLD	Dean Nicolle			elevation computed from api.geonames.org/astergdem			dp15	1	TRUE	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA/CCA1657_S69_L001_R1_001.fastq.gz	2021-08_ACColin_A00548_0218_pool1_phyloGWAS_APF_gDNA	CCA1657_S69_L001	read1_uri
