sample	project	species	library	run	read2_uri	read1_uri	interleaved_uri
DDA131k	dp15;neweng	Eucalyptus canobolensis	DDA131k_S206_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA131k_S206_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA131k_S206_L003_R1_001.fastq.gz	
DDA132	dp15;neweng	Eucalyptus canobolensis	DDA132_S270_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132_S270_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132_S270_L004_R1_001.fastq.gz	
DDA132b	dp15;neweng	Eucalyptus canobolensis	DDA132b_S301_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132b_S301_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132b_S301_L004_R1_001.fastq.gz	
DDA132c	dp15;neweng	Eucalyptus canobolensis	DDA132c_S164_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA132c_S164_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA132c_S164_L003_R1_001.fastq.gz	
DDA132d	dp15;neweng	Eucalyptus canobolensis	DDA132d_S308_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132d_S308_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132d_S308_L004_R1_001.fastq.gz	
DDA132e	dp15;neweng	Eucalyptus canobolensis	DDA132e_S211_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA132e_S211_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA132e_S211_L003_R1_001.fastq.gz	
DDA132f	dp15;neweng	Eucalyptus canobolensis	DDA132f_S322_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132f_S322_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA132f_S322_L004_R1_001.fastq.gz	
DDA133	dp15;neweng	Eucalyptus viminalis	DDA133_S195_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA133_S195_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA133_S195_L003_R1_001.fastq.gz	
DDA135	dp15;neweng	Eucalyptus canobolensis	DDA135_S307_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA135_S307_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA135_S307_L004_R1_001.fastq.gz	
DDA135a	dp15;neweng	Eucalyptus canobolensis	DDA135a_S269_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA135a_S269_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA135a_S269_L004_R1_001.fastq.gz	
DDA136	dp15;neweng	Eucalyptus viminalis	DDA136_S291_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA136_S291_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA136_S291_L004_R1_001.fastq.gz	
DDA136a	dp15;neweng	Eucalyptus viminalis	DDA136a_S255_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA136a_S255_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA136a_S255_L004_R1_001.fastq.gz	
DDA136b	dp15;neweng	Eucalyptus viminalis	DDA136b_S150_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA136b_S150_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA136b_S150_L003_R1_001.fastq.gz	
DDA136c	dp15;neweng	Eucalyptus viminalis	DDA136c_S169_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA136c_S169_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA136c_S169_L003_R1_001.fastq.gz	
DDA137	dp15;neweng	Eucalyptus rubida	DDA137_S331_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137_S331_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137_S331_L004_R1_001.fastq.gz	
DDA137a	dp15;neweng	Eucalyptus rubida	DDA137a_S241_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137a_S241_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137a_S241_L004_R1_001.fastq.gz	
DDA137b	dp15;neweng	Eucalyptus rubida	DDA137b_S265_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137b_S265_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137b_S265_L004_R1_001.fastq.gz	
DDA137c	dp15;neweng	Eucalyptus rubida	DDA137c_S235_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA137c_S235_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA137c_S235_L003_R1_001.fastq.gz	
DDA137e	dp15;neweng	Eucalyptus rubida	DDA137e_S294_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137e_S294_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137e_S294_L004_R1_001.fastq.gz	
DDA137f	dp15;neweng	Eucalyptus rubida	DDA137f_S257_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137f_S257_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA137f_S257_L004_R1_001.fastq.gz	
DDA138	dp15;neweng	Eucalyptus viminalis	DDA138_S203_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138_S203_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138_S203_L003_R1_001.fastq.gz	
DDA138a	dp15;neweng	Eucalyptus viminalis	DDA138a_S207_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138a_S207_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138a_S207_L003_R1_001.fastq.gz	
DDA138b	dp15;neweng	Eucalyptus viminalis	DDA138b_S200_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138b_S200_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138b_S200_L003_R1_001.fastq.gz	
DDA138c	dp15;neweng	Eucalyptus viminalis	DDA138c_S242_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138c_S242_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138c_S242_L004_R1_001.fastq.gz	
DDA138e	dp15;neweng	Eucalyptus viminalis	DDA138e_S315_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138e_S315_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138e_S315_L004_R1_001.fastq.gz	
DDA138f	dp15;neweng	Eucalyptus viminalis	DDA138f_S168_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138f_S168_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138f_S168_L003_R1_001.fastq.gz	
DDA139	dp15;neweng	Eucalyptus rubida	DDA139_S148_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139_S148_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139_S148_L003_R1_001.fastq.gz	
DDA139a	dp15;neweng	Eucalyptus rubida	DDA139a_S176_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139a_S176_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139a_S176_L003_R1_001.fastq.gz	
DDA140	dp15;neweng	Eucalyptus rubida	DDA140_S158_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA140_S158_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA140_S158_L003_R1_001.fastq.gz	
DDA141	dp15;neweng	Eucalyptus rubida	DDA141_S225_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141_S225_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141_S225_L003_R1_001.fastq.gz	
DDA141a	dp15;neweng	Eucalyptus rubida	DDA141a_S253_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA141a_S253_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA141a_S253_L004_R1_001.fastq.gz	
DDA141b	dp15;neweng	Eucalyptus rubida	DDA141b_S219_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141b_S219_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141b_S219_L003_R1_001.fastq.gz	
DDA141c	dp15;neweng	Eucalyptus rubida	DDA141c_S166_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141c_S166_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141c_S166_L003_R1_001.fastq.gz	
DDA142	dp15;neweng	Eucalyptus rubida	DDA142_S162_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142_S162_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142_S162_L003_R1_001.fastq.gz	
DDA142a	dp15;neweng	Eucalyptus rubida	DDA142a_S184_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142a_S184_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142a_S184_L003_R1_001.fastq.gz	
DDA142b	dp15;neweng	Eucalyptus rubida	DDA142b_S226_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142b_S226_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142b_S226_L003_R1_001.fastq.gz	
DDA143	dp15;neweng	Eucalyptus rubida	DDA143_S187_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143_S187_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143_S187_L003_R1_001.fastq.gz	
DDA143a	dp15;neweng	Eucalyptus rubida	DDA143a_S218_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143a_S218_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143a_S218_L003_R1_001.fastq.gz	
DDA143b	dp15;neweng	Eucalyptus rubida	DDA143b_S175_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143b_S175_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143b_S175_L003_R1_001.fastq.gz	
DDA143c	dp15;neweng	Eucalyptus rubida	DDA143c_S199_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143c_S199_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143c_S199_L003_R1_001.fastq.gz	
DDA143d	dp15;neweng	Eucalyptus rubida	DDA143d_S233_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143d_S233_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143d_S233_L003_R1_001.fastq.gz	
DDA144	dp15;neweng	Eucalyptus canobolensis	DDA144_S323_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144_S323_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144_S323_L004_R1_001.fastq.gz	
DDA144a	dp15;neweng	Eucalyptus canobolensis	DDA144a_S320_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144a_S320_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144a_S320_L004_R1_001.fastq.gz	
DDA144b	dp15;neweng	Eucalyptus canobolensis	DDA144b_S193_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA144b_S193_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA144b_S193_L003_R1_001.fastq.gz	
DDA144c	dp15;neweng	Eucalyptus canobolensis	DDA144c_S152_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA144c_S152_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA144c_S152_L003_R1_001.fastq.gz	
DDA144d	dp15;neweng	Eucalyptus canobolensis	DDA144d_S328_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144d_S328_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA144d_S328_L004_R1_001.fastq.gz	
DDA145	dp15;neweng	Eucalyptus canobolensis	DDA145_S186_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145_S186_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145_S186_L003_R1_001.fastq.gz	
DDA145a	dp15;neweng	Eucalyptus canobolensis	DDA145a_S188_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145a_S188_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145a_S188_L003_R1_001.fastq.gz	
DDA145b	dp15;neweng	Eucalyptus canobolensis	DDA145b_S172_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145b_S172_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145b_S172_L003_R1_001.fastq.gz	
DDA145d	dp15;neweng	Eucalyptus canobolensis	DDA145d_S179_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145d_S179_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA145d_S179_L003_R1_001.fastq.gz	
DDA146	dp15;neweng	Eucalyptus dalrympleana	DDA146_S303_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146_S303_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146_S303_L004_R1_001.fastq.gz	
DDA146a	dp15;neweng	Eucalyptus dalrympleana	DDA146a_S160_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146a_S160_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146a_S160_L003_R1_001.fastq.gz	
DDA146b	dp15;neweng	Eucalyptus dalrympleana	DDA146b_S227_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146b_S227_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146b_S227_L003_R1_001.fastq.gz	
DDA146c	dp15;neweng	Eucalyptus dalrympleana	DDA146c_S214_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146c_S214_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146c_S214_L003_R1_001.fastq.gz	
DDA146d	dp15;neweng	Eucalyptus dalrympleana	DDA146d_S276_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146d_S276_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146d_S276_L004_R1_001.fastq.gz	
DDA146e	dp15;neweng	Eucalyptus dalrympleana	DDA146e_S222_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146e_S222_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146e_S222_L003_R1_001.fastq.gz	
DDA147	dp15;neweng	Eucalyptus canobolensis	DDA147_S260_L004	2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA147_S260_L004_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA147_S260_L004_R1_001.fastq.gz	
DDA147a	dp15;neweng	Eucalyptus canobolensis	DDA147a_S232_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147a_S232_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147a_S232_L003_R1_001.fastq.gz	
DDA147b	dp15;neweng	Eucalyptus canobolensis	DDA147b_S223_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147b_S223_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147b_S223_L003_R1_001.fastq.gz	
DDA147c	dp15;neweng	Eucalyptus canobolensis	DDA147c_S236_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147c_S236_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147c_S236_L003_R1_001.fastq.gz	
DDA147d	dp15;neweng	Eucalyptus canobolensis	DDA147d_S213_L003	2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147d_S213_L003_R2_001.fastq.gz	rawdata/reads/2021-08_ACColin_A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA147d_S213_L003_R1_001.fastq.gz	
