"","species_group","sample","species.x","NoOut","Section_Vlook","Section_edit","Subsp.","samp_prefix","Maid_rl2s","tag","date","parsed_date","latitude","longitude","jit_latitude","jit_longitude","elevation.x","datum","location","region","collectors","samplename","population","seed","notes","group","nearest_neighbor_distance","elevation.y","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","species.y","spp_loc","spp_reg","Putative","spp.cross","putative.spp_loc","dsuite_loc_putative","dsuite_loc","dsuite_reg","dsuite_tree","dsuite_loc_num","RM_nonlarge_samp"
"34","Eucalyptus canobolensis_33","DDA131d","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA131d","novaseq_DDA131d","4/11/2019 0:00","4/11/2019 11:00",-33.33813889,148.9769722,-33.42641318,148.9699753,NA,"","Junction of Summit road and Mitchell's way, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109679",NA,NA,"",33,0.326780934,1009,12.34166718,18.85000038,5.900000095,923,98,51,19.37506866,280,176,234,263,10.08333397,41.66666794,524.2780151,25.70000076,1.5,24.20000076,6.683333397,16.33333397,"canobolensis","canobo_CAN6","canobo_ORA","canobolensis","canobolensis","canobo_CAN6","canobo_CAN6","canobo_CAN6","canobo_ORA","canobo_ORA_98","can_CAN6_98","canobo_CAN6"
"35","Eucalyptus canobolensis_34","DDA131a","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA131a","novaseq_DDA131a","4/11/2019 0:00","4/11/2019 11:00",-33.33813889,148.9769722,-33.42641145,148.9699616,NA,"","Junction of Summit road and Mitchell's way, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109679",NA,NA,"",34,1.085894714,916,12.34166718,18.85000038,5.900000095,923,98,51,19.37506866,280,176,234,263,10.08333397,41.66666794,524.2780151,25.70000076,1.5,24.20000076,6.683333397,16.33333397,"canobolensis","canobo_CAN6","canobo_ORA","canobolensis","canobolensis","canobo_CAN6","canobo_CAN6","canobo_CAN6","canobo_ORA","canobo_ORA_97","can_CAN6_97","canobo_CAN6"
"36","Eucalyptus canobolensis_35","DDA144b","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA144b","novaseq_DDA144b","4/11/2019 0:00","4/11/2019 11:00",-33.42641667,148.9699722,-33.42640767,147.8263959,NA,"","Carcoar road; east of Matthews lane and Tallwood road.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109692",NA,NA,"",35,105712.3348,1211,16.91666603,24.29999924,9.550000191,484,50,37,10.07257748,134,113,134,117,13.11666679,45.2298851,597.7926636,32.29999924,3.299999952,29,24.29999924,21.43333435,"canobolensis","canobo_CAD","canobo_ORA","canobolensis","canobolensis","canobo_CAD","canobo_CAD","canobo_CAD","canobo_ORA","canobo_ORA_144","can_CAD_144","canobo_CAD"
"37","Eucalyptus canobolensis_36","DDA144a","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA144a","novaseq_DDA144a","4/11/2019 0:00","4/11/2019 11:00",-33.42641667,148.9699722,-33.42640767,148.9699812,NA,"","Carcoar road; east of Matthews lane and Tallwood road.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109692",NA,NA,"",36,0.821311844,926,12.34166718,18.85000038,5.900000095,923,98,51,19.37506866,280,176,234,263,10.08333397,41.66666794,524.2780151,25.70000076,1.5,24.20000076,6.683333397,16.33333397,"canobolensis","canobo_CAD","canobo_ORA","canobolensis","canobolensis","canobo_CAD","canobo_CAD","canobo_CAD","canobo_ORA","canobo_ORA_143","can_CAD_143","canobo_CAD"
"38","Eucalyptus canobolensis_37","DDA145","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA145","novaseq_DDA145","5/11/2019 0:00","5/11/2019 11:00",-33.4225,148.9715833,-33.4225,148.9715833,NA,"","Diggers creek road, near to Four mile creek road.","CT","D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd","NE 109693",NA,NA,"",37,0.200816841,837,12.14583302,18.58333397,5.733333111,941,101,53,19.31004143,286,180,237,270,9.791666031,41.1414566,520.3952026,25.29999924,1.5,23.79999924,6.533333302,16.13333321,"canobolensis","canobo_CAD","canobo_ORA","canobolensis","canobolensis","canobo_CAD","canobo_CAD","canobo_CAD","canobo_ORA","canobo_ORA_147","can_CAD_147","canobo_CAD"
"39","Eucalyptus canobolensis_38","DDA131k","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA131k","novaseq_DDA131k","4/11/2019 0:00","4/11/2019 11:00",-33.33813889,148.9769722,-33.422499,148.9715851,NA,"","Junction of Summit road and Mitchell's way, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109679",NA,NA,"",38,0.200816841,1186,12.14583302,18.58333397,5.733333111,941,101,53,19.31004143,286,180,237,270,9.791666031,41.1414566,520.3952026,25.29999924,1.5,23.79999924,6.533333302,16.13333321,"canobolensis","canobo_CAN6","canobo_ORA","canobolensis","canobolensis","canobo_CAN6","canobo_CAN6","canobo_CAN6","canobo_ORA","canobo_ORA_101","can_CAN6_101","canobo_CAN6"
"40","Eucalyptus canobolensis_39","DDA132b","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA132b","novaseq_DDA132b","4/11/2019 0:00","4/11/2019 11:00",-33.28494444,149.0145,-33.42249519,148.971582,NA,"","Roadside verge, 111 Nashdale lane, Nashdale.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109680",NA,NA,"",39,0.511562012,1186,12.14583302,18.58333397,5.733333111,941,101,53,19.31004143,286,180,237,270,9.791666031,41.1414566,520.3952026,25.29999924,1.5,23.79999924,6.533333302,16.13333321,"canobolensis","canobo_NAS","canobo_ORA","canobolensis","canobolensis","canobo_NAS","canobo_NAS","canobo_NAS","canobo_ORA","canobo_ORA_103","can_NAS_103","canobo_NAS"
"41","Eucalyptus canobolensis_40","DDA132c","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA132c","novaseq_DDA132c","4/11/2019 0:00","4/11/2019 11:00",-33.28494444,149.0145,-33.38273079,149.0437429,NA,"","Roadside verge, 111 Nashdale lane, Nashdale.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109680",NA,NA,"",40,1.149219566,1186,11.64583302,18.14999962,5.233333588,971,105,56,19.22061729,295,189,246,278,10.875,43.5,522.6743164,25.39999962,0.400000006,25,6.066666603,15.60000038,"canobolensis","canobo_NAS","canobo_ORA","canobolensis","canobolensis","canobo_NAS","canobo_NAS","canobo_NAS","canobo_ORA","canobo_ORA_104","can_NAS_104","canobo_NAS"
"42","Eucalyptus canobolensis_41","DDA132f","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA132f","novaseq_DDA132f","4/11/2019 0:00","4/11/2019 11:00",-33.28494444,149.0145,-33.38272928,149.0437574,NA,"","Roadside verge, 111 Nashdale lane, Nashdale.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109680",NA,NA,"",41,0.304417046,1126,11.64583302,18.14999962,5.233333588,971,105,56,19.22061729,295,189,246,278,10.875,43.5,522.6743164,25.39999962,0.400000006,25,6.066666603,15.60000038,"canobolensis","canobo_NAS","canobo_ORA","canobolensis","canobolensis","canobo_NAS","canobo_NAS","canobo_NAS","canobo_ORA","canobo_ORA_107","can_NAS_107","canobo_NAS"
"43","Eucalyptus canobolensis_42","DDA132d","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA132d","novaseq_DDA132d","4/11/2019 0:00","4/11/2019 11:00",-33.28494444,149.0145,-33.38272773,149.0437547,NA,"","Roadside verge, 111 Nashdale lane, Nashdale.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109680",NA,NA,"",42,0.304417046,1126,11.64583302,18.14999962,5.233333588,971,105,56,19.22061729,295,189,246,278,10.875,43.5,522.6743164,25.39999962,0.400000006,25,6.066666603,15.60000038,"canobolensis","canobo_NAS","canobo_ORA","canobolensis","canobolensis","canobo_NAS","canobo_NAS","canobo_NAS","canobo_ORA","canobo_ORA_105","can_NAS_105","canobo_NAS"
"44","Eucalyptus canobolensis_44","DDA132e","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA132e","novaseq_DDA132e","4/11/2019 0:00","4/11/2019 11:00",-33.28494444,149.0145,-33.38271532,149.0437554,NA,"","Roadside verge, 111 Nashdale lane, Nashdale.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109680",NA,NA,"",44,0.915493814,1126,11.64583302,18.14999962,5.233333588,971,105,56,19.22061729,295,189,246,278,10.875,43.5,522.6743164,25.39999962,0.400000006,25,6.066666603,15.60000038,"canobolensis","canobo_NAS","canobo_ORA","canobolensis","canobolensis","canobo_NAS","canobo_NAS","canobo_NAS","canobo_ORA","canobo_ORA_106","can_NAS_106","canobo_NAS"
"45","Eucalyptus canobolensis_47","DDA150a","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA150a","novaseq_DDA150a","5/11/2019 0:00","5/11/2019 11:00",-33.31708333,149.1029722,-33.35989445,148.9730277,NA,"","Huntley road rail corridor, Orange.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109699",NA,NA,"",47,0.484160399,926,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"canobolensis","canobo_ORA","canobo_ORA","canobolensis","canobolensis","canobo_ORA","canobo_ORA","canobo_ORA","canobo_ORA","canobo_ORA_172","can_ORA_172","canobo_ORA"
"46","Eucalyptus canobolensis_49","DDA150c","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA150c","novaseq_DDA150c","5/11/2019 0:00","5/11/2019 11:00",-33.31708333,149.1029722,-33.35989226,148.9730334,NA,"","Huntley road rail corridor, Orange.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109699",NA,NA,"",49,0.111686353,926,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"canobolensis","canobo_ORA","canobo_ORA","canobolensis","canobolensis","canobo_ORA","canobo_ORA","canobo_ORA","canobo_ORA","canobo_ORA_174","can_ORA_174","canobo_ORA"
"47","Eucalyptus canobolensis_50","DDA123","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA123","novaseq_DDA123","3/11/2019 0:00","3/11/2019 11:00",-33.35988889,148.9730278,-33.35988889,148.9730278,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109671",NA,NA,"",50,0.554443539,1126,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"canobolensis","canobo_CAN2","canobo_ORA","canobolensis","canobolensis","canobo_CAN2","canobo_CAN2","canobo_CAN2","canobo_ORA","canobo_ORA_55","can_CAN2_55","canobo_CAN2"
"48","Eucalyptus canobolensis_52","DDA150b","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA150b","novaseq_DDA150b","5/11/2019 0:00","5/11/2019 11:00",-33.31708333,149.1029722,-33.35988494,148.9730223,NA,"","Huntley road rail corridor, Orange.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109699",NA,NA,"",52,0.195451136,926,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"canobolensis","canobo_ORA","canobo_ORA","canobolensis","canobolensis","canobo_ORA","canobo_ORA","canobo_ORA","canobo_ORA","canobo_ORA_173","can_ORA_173","canobo_ORA"
"49","Eucalyptus canobolensis_66","DDA147c","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA147c","novaseq_DDA147c","5/11/2019 0:00","5/11/2019 11:00",-33.32836111,149.0833333,-33.3562471,148.9598095,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109695",NA,NA,"",66,14.62351071,1118,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_GOS","canobo_ORA","canobolensis","canobolensis","canobo_GOS","canobo_GOS","canobo_GOS","canobo_ORA","canobo_ORA_160","can_GOS_160","canobo_GOS"
"50","Eucalyptus canobolensis_67","DDA147a","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA147a","novaseq_DDA147a","5/11/2019 0:00","5/11/2019 11:00",-33.32836111,149.0833333,-33.35624208,148.9599665,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109695",NA,NA,"",67,1.026194452,1118,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_GOS","canobo_ORA","canobolensis","canobolensis","canobo_GOS","canobo_GOS","canobo_GOS","canobo_ORA","canobo_ORA_158","can_GOS_158","canobo_GOS"
"51","Eucalyptus canobolensis_68","DDA147b","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA147b","novaseq_DDA147b","5/11/2019 0:00","5/11/2019 11:00",-33.32836111,149.0833333,-33.35624185,148.9599829,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109695",NA,NA,"",68,0.881712186,1118,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_GOS","canobo_ORA","canobolensis","canobolensis","canobo_GOS","canobo_GOS","canobo_GOS","canobo_ORA","canobo_ORA_159","can_GOS_159","canobo_GOS"
"52","Eucalyptus canobolensis_69","DDA147d","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA147d","novaseq_DDA147d","5/11/2019 0:00","5/11/2019 11:00",-33.32836111,149.0833333,-33.35497996,148.9598042,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109695",NA,NA,"",69,0.158231223,1118,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_GOS","canobo_ORA","canobolensis","canobolensis","canobo_GOS","canobo_GOS","canobo_GOS","canobo_ORA","canobo_ORA_161","can_GOS_161","canobo_GOS"
"53","Eucalyptus canobolensis_72","DDA120","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA120","novaseq_DDA120","3/11/2019 0:00","3/11/2019 11:00",-33.35497222,148.9598056,-33.35497222,148.9598056,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109668",NA,NA,"a.",72,0.643247154,858,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_42","can_CAN1_42","canobo_CAN1"
"54","Eucalyptus canobolensis_73","DDA147x","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA147x","novaseq_DDA147x","5/11/2019 0:00","5/11/2019 11:00",-33.32836111,149.0833333,-33.35496632,148.9598029,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109695",NA,NA,"",73,0.700971344,727,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_GOS","canobo_ORA","canobolensis","canobolensis","canobo_GOS","canobo_GOS","canobo_GOS","canobo_ORA","canobo_ORA_162","can_GOS_162","canobo_GOS"
"55","Eucalyptus canobolensis_74","DDA121","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA121","novaseq_DDA121","3/11/2019 0:00","3/11/2019 11:00",-33.35408333,148.9593333,-33.35408333,148.9593333,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd","NE 109669",NA,NA,"",74,107.2445579,1009,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_48","can_CAN1_48","canobo_CAN1"
"56","Eucalyptus canobolensis_85","DDA125","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA125","novaseq_DDA125","3/11/2019 0:00","3/11/2019 11:00",-33.34905556,148.9768889,-33.34905556,148.9768889,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109673",NA,NA,"",85,0.457488592,654,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"canobolensis","canobo_CAN3","canobo_ORA","canobolensis","canobolensis","canobo_CAN3","canobo_CAN3","canobo_CAN3","canobo_ORA","canobo_ORA_67","can_CAN3_67","canobo_CAN3"
"57","Eucalyptus canobolensis_87","DDA120b","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA120b","novaseq_DDA120b","3/11/2019 0:00","3/11/2019 11:00",-33.35497222,148.9598056,-33.34905433,148.976897,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109668",NA,NA,"a.",87,0.30298541,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_43","can_CAN1_43","canobo_CAN1"
"58","Eucalyptus canobolensis_88","DDA120d","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA120d","novaseq_DDA120d","3/11/2019 0:00","3/11/2019 11:00",-33.35497222,148.9598056,-33.34905156,148.9768901,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109668",NA,NA,"a.",88,0.284449332,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_44","can_CAN1_44","canobo_CAN1"
"59","Eucalyptus canobolensis_89","DDA120f","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA120f","novaseq_DDA120f","3/11/2019 0:00","3/11/2019 11:00",-33.35497222,148.9598056,-33.34905099,148.976894,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109668",NA,NA,"a.",89,0.368489181,1009,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_45","can_CAN1_45","canobo_CAN1"
"60","Eucalyptus canobolensis_91","DDA120h","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA120h","novaseq_DDA120h","3/11/2019 0:00","3/11/2019 11:00",-33.35497222,148.9598056,-33.34219827,149.0155792,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109668",NA,NA,"a.",91,0.571067501,1009,11.41250038,17.75,5.049999714,989,107,56,19.2383461,301,191,249,285,9.925000191,41.87763977,513.5488281,24.39999962,0.699999988,23.69999886,5.883333206,15.3166666,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_47","can_CAN1_47","canobo_CAN1"
"61","Eucalyptus canobolensis_92","DDA120g","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA120g","novaseq_DDA120g","3/11/2019 0:00","3/11/2019 11:00",-33.35497222,148.9598056,-33.34219658,149.015586,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109668",NA,NA,"a.",92,0.345700366,1009,11.41250038,17.75,5.049999714,989,107,56,19.2383461,301,191,249,285,9.925000191,41.87763977,513.5488281,24.39999962,0.699999988,23.69999886,5.883333206,15.3166666,"canobolensis","canobo_CAN1","canobo_ORA","canobolensis","canobolensis","canobo_CAN1","canobo_CAN1","canobo_CAN1","canobo_ORA","canobo_ORA_46","can_CAN1_46","canobo_CAN1"
"62","Eucalyptus canobolensis_99","DDA123g","Eucalyptus canobolensis","","Maidenaria","Maidenaria","","novaseq_","DDA123g","novaseq_DDA123g","3/11/2019 0:00","3/11/2019 11:00",-33.35988889,148.9730278,-33.33911764,149.0062012,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109671",NA,NA,"",99,0.71417011,1126,11.3166666,17.64999962,4.950000286,1002,108,57,19.06557846,304,194,252,288,9.899999619,41.77215195,513.947876,24.29999924,0.600000024,23.69999886,5.766666889,15.23333359,"canobolensis","canobo_CAN2","canobo_ORA","canobolensis","canobolensis","canobo_CAN2","canobo_CAN2","canobo_CAN2","canobo_ORA","canobo_ORA_59","can_CAN2_59","canobo_CAN2"
"63","Eucalyptus cinerea subsp. cinerea_25","CCA4706","Eucalyptus cinerea subsp. cinerea","xxx","Maidenaria","Maidenaria","cinerea","","CCA4706","CCA4706","","",-34.68388889,150.0516667,-34.68388889,150.0516667,621,"WGS84","NE of Marulan, NSW","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",25,101021.2842,867,13.34166718,19.06666565,7.433333397,772,79,43,15.74960518,230,158,208,165,12,48.58299637,468.206604,26.20000076,1.5,24.70000076,18.68333435,8.350000381,"cinerea subsp. cinerea","cinere_MAR","cinere_MAR","cinerea subsp. cinerea","cinerea subsp. cinerea","cinere_MAR","xxx","cinere_MAR","cinere_MAR","cinere_MAR_19","cin_MAR_19","xxx"
"64","Eucalyptus cypellocarpa_178","CCA3837","Eucalyptus cypellocarpa","xxx","Maidenaria","Maidenaria","","","CCA3837","CCA3837","","",-30.51083333,151.0241667,-30.51083333,151.0241667,842,"WGS84","West of Kingstown towards Barraba, New South Wales.","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",178,58708.45405,867,14.34583378,20.60000038,7.566666603,792,103,38,31.35297394,284,131,277,154,12.54166603,47.50630951,525.9859009,27.70000076,1.299999952,26.40000153,19.43333435,11.33333302,"cypellocarpa","Outgroup","Outgroup","cypellocarpa","cypellocarpa","Outgroup","xxx","xxx","xxx","cypel_18","Outgroup_18","xxx"
"65","Eucalyptus dalrympleana_101","DDA130","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA130","novaseq_DDA130","4/11/2019 0:00","4/11/2019 11:00",-33.33911111,149.0061944,-33.33911111,149.0061944,NA,"","Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109678",NA,NA,"",101,0.346060466,408,11.3166666,17.64999962,4.950000286,1002,108,57,19.06557846,304,194,252,288,9.899999619,41.77215195,513.947876,24.29999924,0.600000024,23.69999886,5.766666889,15.23333359,"dalrympleana","dalrym_CAN5","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN5","dalrym_CAN5","dalrym_CAN5","dalrym_ORA","dalrym_ORA_90","dal_CAN5_90","dalrym_CAN5"
"66","Eucalyptus dalrympleana_103","DDA124b","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA124b","novaseq_DDA124b","3/11/2019 0:00","3/11/2019 11:00",-33.34947222,148.9779722,-33.3391066,149.0062019,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109672",NA,NA,"",103,0.310733524,1186,11.3166666,17.64999962,4.950000286,1002,108,57,19.06557846,304,194,252,288,9.899999619,41.77215195,513.947876,24.29999924,0.600000024,23.69999886,5.766666889,15.23333359,"dalrympleana","dalrym_CAN3","dalrym_ORA","hybrid","dalrympleana X barbigerorum","dalrym_X_CAN3","dalrym_X_CAN3","dalrym_CAN3","dalrym_ORA","dalrym_ORA_62","dal_CAN3_62","dalrym_CAN3"
"67","Eucalyptus dalrympleana_105","DDA122e","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA122e","novaseq_DDA122e","3/11/2019 0:00","3/11/2019 11:00",-33.35955556,148.9733056,-33.33897734,149.0060507,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109670",NA,NA,"",105,0.728388967,1126,11.3166666,17.64999962,4.950000286,1002,108,57,19.06557846,304,194,252,288,9.899999619,41.77215195,513.947876,24.29999924,0.600000024,23.69999886,5.766666889,15.23333359,"dalrympleana","dalrym_CAN2","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN2","dalrym_CAN2","dalrym_CAN2","dalrym_ORA","dalrym_ORA_54","dal_CAN2_54","dalrym_CAN2"
